instance,n,instance_seed,method,search_seed,feasible,distance,makespan,tardiness,late_orders,batches,used_pickers,on_time_rate,objective,preprocessing_seconds,optimization_seconds,total_seconds
synthetic-n20-seed203,20,203,ALNS_NO_SCHEDULE,3,True,432.0,7.566666666666666,34.350750823620146,13,6,3,0.35,0.599223221884847,0.004791800000020885,0.30167140000048676,0.3142119999993156
synthetic-n20-seed203,20,203,ALNS_NO_SCHEDULE,4,True,496.0,8.04,31.761234479295958,17,6,3,0.15000000000000002,0.6477323898996079,0.0020206999997753883,0.30607229999986885,0.338925999998537
synthetic-n20-seed203,20,203,ALNS_NO_SCHEDULE,5,True,536.0,8.04,33.55152146362629,20,6,3,0.0,0.6731561390986585,0.011170900001161499,0.3024649999988469,0.3205219000010402
synthetic-n20-seed203,20,203,ALNS_NO_SCHEDULE,6,True,512.0,7.726666666666667,31.758553697705914,19,6,3,0.050000000000000044,0.6442690592865099,0.020796100001462037,0.3001864999987447,0.33146190000115894
synthetic-n20-seed203,20,203,ALNS_NO_SCHEDULE,7,True,456.0,8.046666666666667,28.049089631765273,17,6,3,0.15000000000000002,0.6188181556695914,0.004044799999974202,0.30023289999917324,0.3068894000007276
synthetic-n20-seed203,20,203,ALNS_NO_SCHEDULE,8,True,400.0,7.413333333333332,29.511968173046846,15,6,3,0.25,0.5662510848796741,0.01405229999909352,0.3001326000012341,0.3162988999993104
synthetic-n20-seed203,20,203,ALNS_NO_SCHEDULE,9,True,464.0,7.566666666666666,27.930338831393634,15,6,3,0.25,0.604237003485128,0.002115600000252016,0.3000726999998733,0.30480879999959143
synthetic-n20-seed203,20,203,ALNS_NO_SCHEDULE,10,True,448.0,7.566666666666667,23.006563683894797,16,6,3,0.19999999999999996,0.5858558325452293,0.0053002000004198635,0.30127809999976307,0.3177302000003692
synthetic-n20-seed203,20,203,ALNS_NO_2OPT,1,True,432.0,8.206666666666667,31.711658757957366,17,6,3,0.15000000000000002,0.6190532529823044,0.013968500001283246,0.30089659999975993,0.32397170000149345
synthetic-n20-seed203,20,203,ALNS_NO_2OPT,2,True,448.0,7.606666666666666,30.697364868115162,14,6,3,0.30000000000000004,0.6024264827876578,0.012742400000206544,0.3005327999999281,0.3213423999986844
synthetic-n20-seed203,20,203,ALNS_NO_2OPT,3,True,488.0,7.986666666666666,28.464120625544062,17,7,3,0.15000000000000002,0.6348300695610615,0.014227899999241345,0.30069800000092073,0.32460270000046876
synthetic-n20-seed203,20,203,ALNS_NO_2OPT,4,True,432.0,7.619999999999999,31.847801267184625,15,6,3,0.25,0.596420171748686,0.009870500000033644,0.3001115999995818,0.31108380000114266
synthetic-n20-seed203,20,203,ALNS_NO_2OPT,5,True,440.0,7.36,27.328076548713106,14,6,3,0.30000000000000004,0.5818371188653548,0.002695799999855808,0.3002321000003576,0.30687559999933
synthetic-n20-seed203,20,203,ALNS_NO_2OPT,6,True,448.0,8.246666666666666,29.66469416935653,17,7,3,0.15000000000000002,0.6253916063263802,0.0035434999990684446,0.300395700000081,0.3061987000000954
synthetic-n20-seed203,20,203,ALNS_NO_2OPT,7,True,448.0,7.366666666666667,22.269830206881075,15,6,3,0.25,0.5766116220124157,0.003145500000755419,0.30019780000111496,0.3053837999996176
synthetic-n20-seed203,20,203,ALNS_NO_2OPT,8,True,448.0,7.5200000000000005,29.83230015702906,15,6,3,0.25,0.5973554483528033,0.013392200000453158,0.30042649999995774,0.3166625000012573
synthetic-n20-seed203,20,203,ALNS_NO_2OPT,9,True,432.0,7.726666666666667,29.644280145549637,12,6,3,0.4,0.5962831932391199,0.003419900000153575,0.3000941000009334,0.3046620000004623
synthetic-n20-seed203,20,203,ALNS_NO_2OPT,10,True,432.0,7.24,27.431015900923974,15,6,3,0.25,0.5729682096755778,0.0025824999993346864,0.3000740000006772,0.30365319999873464
synthetic-n20-seed204,20,204,B0,1,True,760.0,12.580000000000002,48.25838080003194,12,7,3,0.4,0.7306019883413246,0.0012638000007427763,1.2999998943996616e-05,0.0023535000000265427
synthetic-n20-seed204,20,204,B1,1,True,736.0,11.493333333333334,39.714719589307336,14,7,3,0.30000000000000004,0.6799630671675665,0.001609900000403286,0.0029862999999750173,0.005827599999975064
synthetic-n20-seed204,20,204,B2,1,True,720.0,11.226666666666667,39.048052922640665,14,7,3,0.30000000000000004,0.6649963977117329,0.0018950000012409873,0.002936700000645942,0.00598330000138958
synthetic-n20-seed204,20,204,B3,1,True,720.0,10.546666666666667,37.89638392719683,15,7,3,0.25,0.6454525861120458,0.002188999998907093,0.013940699998784112,0.017193699999552337
synthetic-n20-seed204,20,204,B3,2,True,720.0,10.546666666666667,37.89638392719683,15,7,3,0.25,0.6454525861120458,0.0024354000015591737,0.015052900000227964,0.018873700000767712
synthetic-n20-seed204,20,204,B3,3,True,720.0,10.546666666666667,37.89638392719683,15,7,3,0.25,0.6454525861120458,0.0018387000000075204,0.013908900000387803,0.01702870000008261
synthetic-n20-seed204,20,204,B3,4,True,720.0,10.546666666666667,37.89638392719683,15,7,3,0.25,0.6454525861120458,0.001971600000615581,0.016052299999500974,0.023147899999457877
synthetic-n20-seed204,20,204,B3,5,True,720.0,10.546666666666667,37.89638392719683,15,7,3,0.25,0.6454525861120458,0.0023926000012579607,0.01771999999982654,0.021207200001299498
synthetic-n20-seed204,20,204,B3,6,True,720.0,10.546666666666667,37.89638392719683,15,7,3,0.25,0.6454525861120458,0.002014499999859254,0.01403770000069926,0.0171492000008584
synthetic-n20-seed204,20,204,B3,7,True,720.0,10.546666666666667,37.89638392719683,15,7,3,0.25,0.6454525861120458,0.001990099999602535,0.012417699999787146,0.015068299999256851
synthetic-n20-seed204,20,204,B3,8,True,720.0,10.546666666666667,37.89638392719683,15,7,3,0.25,0.6454525861120458,0.0008202999997592997,0.008407100000113132,0.010020800000347663
synthetic-n20-seed204,20,204,B3,9,True,720.0,10.546666666666667,37.89638392719683,15,7,3,0.25,0.6454525861120458,0.0007695999993302394,0.008987799999886192,0.010559199999988778
synthetic-n20-seed204,20,204,B3,10,True,720.0,10.546666666666667,37.89638392719683,15,7,3,0.25,0.6454525861120458,0.0008284000014100457,0.008945800000219606,0.0104328000015812
synthetic-n20-seed204,20,204,LNS,1,True,608.0,9.373333333333333,34.613525858785856,12,7,3,0.4,0.5608905571349397,0.0009391999992658384,0.30007040000054985,0.30217649999940477
synthetic-n20-seed204,20,204,LNS,2,True,640.0,9.386666666666667,37.909301700995044,13,7,3,0.35,0.5796453620096114,0.001702899999145302,0.30011739999827114,0.30324779999864404
synthetic-n20-seed204,20,204,LNS,3,True,616.0,9.266666666666667,31.364861928217096,13,7,3,0.35,0.5572689670299178,0.0007989999994606478,0.30008559999987483,0.3020703999991383
synthetic-n20-seed204,20,204,LNS,4,True,632.0,9.5,39.251163356588144,13,7,3,0.35,0.5809173642216254,0.0007955000000947621,0.300159899999926,0.30270310000014433
synthetic-n20-seed204,20,204,LNS,5,True,616.0,9.293333333333333,41.53934430269845,13,7,3,0.35,0.571455262350287,0.003015199999936158,0.30069560000083584,0.3090972999998485
synthetic-n20-seed204,20,204,LNS,6,True,648.0,10.193333333333333,36.49134978315188,11,7,3,0.44999999999999996,0.6026498697840175,0.00682299999971292,0.30051669999920705,0.30969850000110455
synthetic-n20-seed204,20,204,LNS,7,True,640.0,9.873333333333333,40.43671199129215,14,7,3,0.30000000000000004,0.5958890605040873,0.006145200000901241,0.30014090000076976,0.308066500001587
synthetic-n20-seed204,20,204,LNS,8,True,648.0,9.993333333333334,42.01634934654986,13,7,3,0.35,0.6046702719612803,0.0028539999984786846,0.3001750000003085,0.3047305000000051
synthetic-n20-seed204,20,204,LNS,9,True,648.0,10.046666666666667,36.42532448928314,13,7,3,0.35,0.5986761567114127,0.0024843999999575317,0.3006960999991861,0.31141459999889776
synthetic-n20-seed204,20,204,LNS,10,True,648.0,9.82,38.289724555774356,14,7,3,0.30000000000000004,0.5951402090870856,0.00726570000006177,0.30065140000078827,0.31544969999958994
synthetic-n20-seed204,20,204,ALNS,1,True,640.0,10.313333333333333,36.28317823295739,14,7,3,0.30000000000000004,0.6020449511263253,0.016724299999623327,0.3005128999993758,0.326784899998529
synthetic-n20-seed204,20,204,ALNS,2,True,640.0,10.326666666666668,35.585526566401555,12,7,3,0.4,0.6014739588106269,0.010938199999145581,0.3002206999990449,0.31323089999932563
synthetic-n20-seed204,20,204,ALNS,3,True,640.0,9.853333333333333,34.60532190454227,13,7,3,0.35,0.5876333767643551,0.006118199999036733,0.301440499999444,0.31377119999888237
synthetic-n20-seed204,20,204,ALNS,4,True,680.0,10.586666666666666,40.4939070708762,12,7,3,0.4,0.6324099494937648,0.0175677999995969,0.3009271000009903,0.3276272999992216
synthetic-n20-seed204,20,204,ALNS,5,True,616.0,9.293333333333333,41.53934430269845,13,7,3,0.35,0.571455262350287,0.011181800000485964,0.3008853999999701,0.3210246000016923
synthetic-n20-seed204,20,204,ALNS,6,True,632.0,10.3,37.091919745258345,12,7,3,0.4,0.5992543493682473,0.011790700000346988,0.30013529999996535,0.3135264000011375
synthetic-n20-seed204,20,204,ALNS,7,True,744.0,10.246666666666666,40.04245018350277,14,8,3,0.30000000000000004,0.6508730013401867,0.0028839999995398102,0.30040939999889815,0.3060442999994848
synthetic-n20-seed204,20,204,ALNS,8,True,656.0,10.686666666666667,37.9040863048426,12,7,3,0.4,0.621102207146218,0.00761410000086471,0.30009900000004563,0.30957350000062434
synthetic-n20-seed204,20,204,ALNS,9,True,672.0,9.913333333333334,37.847394302930155,16,7,3,0.19999999999999996,0.6075535630506749,0.0023707000000285916,0.3001593999997567,0.3041625000005297
synthetic-n20-seed204,20,204,ALNS,10,True,688.0,9.72,35.94115062898296,13,7,3,0.35,0.6069228420181488,0.003433500000028289,0.30013160000089556,0.3051924000010331
synthetic-n20-seed204,20,204,ALNS_NO_SCHEDULE,1,True,640.0,9.366666666666667,36.696781803085,14,7,3,0.30000000000000004,0.5775090081438058,0.002694099999644095,0.3007785999998305,0.31110890000127256
synthetic-n20-seed204,20,204,ALNS_NO_SCHEDULE,2,True,640.0,9.933333333333334,41.87111513574492,12,7,3,0.4,0.5993792607484603,0.009940100000676466,0.30075919999944745,0.32091960000070685
synthetic-n20-seed204,20,204,ALNS_NO_SCHEDULE,3,True,632.0,9.733333333333333,40.18988342689234,13,7,3,0.35,0.5883436847528533,0.02426489999925252,0.30069109999931243,0.3352911000001768
synthetic-n20-seed204,20,204,ALNS_NO_SCHEDULE,4,True,672.0,11.146666666666667,41.36786523499418,11,7,3,0.44999999999999996,0.6448974125455487,0.011631200000920217,0.3014074000002438,0.3232677000014519
synthetic-n20-seed204,20,204,ALNS_NO_SCHEDULE,5,True,608.0,9.913333333333334,33.30818904613969,13,7,3,0.35,0.5734696021632304,0.013977099999465281,0.3001022999997076,0.31565729999965697
synthetic-n20-seed204,20,204,ALNS_NO_SCHEDULE,6,True,648.0,10.246666666666666,41.39550284800611,14,7,3,0.30000000000000004,0.6105603357770234,0.003558399999747053,0.300684399999227,0.3117621000001236
synthetic-n20-seed204,20,204,ALNS_NO_SCHEDULE,7,True,696.0,10.306666666666667,36.305091186781695,12,8,3,0.4,0.6264587388699819,0.012924200000270503,0.3002937999990536,0.3179883000011614
synthetic-n20-seed204,20,204,ALNS_NO_SCHEDULE,8,True,616.0,9.76,38.72846892952783,13,7,3,0.35,0.5800965686038146,0.010202299999946263,0.3005176000006031,0.3199103999995714
synthetic-n20-seed204,20,204,ALNS_NO_SCHEDULE,9,True,672.0,9.913333333333334,37.847394302930155,16,7,3,0.19999999999999996,0.6075535630506749,0.008774500000072294,0.3002385999989201,0.3120835999998235
synthetic-n20-seed204,20,204,ALNS_NO_SCHEDULE,10,True,648.0,9.653333333333332,42.57672612596224,13,7,3,0.35,0.5964036805190603,0.007764899999529007,0.3003267000003689,0.3115539999998873
synthetic-n20-seed204,20,204,ALNS_NO_2OPT,1,True,656.0,9.873333333333333,33.10307575336255,15,7,3,0.25,0.5931906051083977,0.004396399999677669,0.30011150000063935,0.30609910000021046
synthetic-n20-seed204,20,204,ALNS_NO_2OPT,2,True,664.0,10.04,42.53217154985636,15,7,3,0.25,0.6136077357157887,0.00253800000064075,0.3006604000001971,0.31042400000114867
synthetic-n20-seed204,20,204,ALNS_NO_2OPT,3,True,696.0,10.246666666666666,41.19459041663956,14,7,3,0.30000000000000004,0.6313467876641762,0.018527300000641844,0.3001631000006455,0.3202794000007998
synthetic-n20-seed204,20,204,ALNS_NO_2OPT,4,True,640.0,10.08,41.85519593343768,13,7,3,0.35,0.6032444093057285,0.005410599998867838,0.3009150999987469,0.31459049999830313
synthetic-n20-seed204,20,204,ALNS_NO_2OPT,5,True,656.0,9.799999999999999,39.81980038632667,13,7,3,0.35,0.6001461668019556,0.010874900000999332,0.3007246999986819,0.31992970000101195
synthetic-n20-seed204,20,204,ALNS_NO_2OPT,6,True,640.0,10.353333333333333,39.45001869917235,14,7,3,0.30000000000000004,0.6073004366406535,0.016060899999502,0.3009485999991739,0.3247064999995928
synthetic-n20-seed204,20,204,ALNS_NO_2OPT,7,True,648.0,10.226666666666667,37.373062777685135,11,7,3,0.44999999999999996,0.6047012471835934,0.022972399998252513,0.30016190000060305,0.32469809999929566
synthetic-n20-seed204,20,204,ALNS_NO_2OPT,8,True,680.0,9.520000000000001,46.63060557988088,16,7,3,0.19999999999999996,0.6122766230174418,0.0036061000009794952,0.3002749000006588,0.3072416000013618
synthetic-n20-seed204,20,204,ALNS_NO_2OPT,9,True,688.0,9.913333333333334,38.85779587786889,17,7,3,0.15000000000000002,0.6159097417472857,0.004787900001247181,0.3009013999999297,0.3139401000007638
synthetic-n20-seed204,20,204,ALNS_NO_2OPT,10,True,680.0,10.873333333333333,37.0538130273282,12,7,3,0.4,0.6354481573498661,0.01189679999879445,0.30098479999833216,0.3211314999989554
synthetic-n20-seed205,20,205,B0,1,True,848.0,12.246666666666666,51.709680998381785,14,8,3,0.30000000000000004,0.7370391231151993,0.011211099999854923,9.209999916492961e-05,0.020481699999436387
synthetic-n20-seed205,20,205,B1,1,True,648.0,12.0,39.11289896792669,13,7,3,0.35,0.6345657821227215,0.023003300000709714,0.029683700000532554,0.06280850000075588
synthetic-n20-seed205,20,205,B2,1,True,632.0,11.733333333333334,38.57956563459336,13,7,3,0.35,0.6202924420104932,0.015548100000160048,0.03203399999983958,0.052499100000204635
synthetic-n20-seed205,20,205,B3,1,True,632.0,11.026666666666667,36.004719030595744,12,7,3,0.4,0.5975540370876149,0.011162400000102934,0.1063785000005737,0.12122189999900002
synthetic-n20-seed205,20,205,B3,2,True,632.0,11.026666666666667,36.004719030595744,12,7,3,0.4,0.5975540370876149,0.009199200001603458,0.036421599999812315,0.052094800001214026
synthetic-n20-seed205,20,205,B3,3,True,632.0,11.026666666666667,36.004719030595744,12,7,3,0.4,0.5975540370876149,0.013165700000172365,0.09870339999906719,0.12098370000057912
synthetic-n20-seed205,20,205,B3,4,True,632.0,11.106666666666667,37.95289896792669,13,7,3,0.35,0.6023828067355884,0.013237800001661526,0.08081320000019332,0.10238630000094417
synthetic-n20-seed205,20,205,B3,5,True,632.0,11.293333333333333,36.47805236392907,12,7,3,0.4,0.6054564141516685,0.012032599999656668,0.12490410000100383,0.14153019999866956
synthetic-n20-seed205,20,205,B3,6,True,632.0,11.106666666666667,37.952898967926686,13,7,3,0.35,0.6023828067355884,0.007569199999124976,0.07585710000057588,0.09209269999882963
synthetic-n20-seed205,20,205,B3,7,True,632.0,11.106666666666667,37.95289896792669,13,7,3,0.35,0.6023828067355884,0.014268099999753758,0.1239900000000489,0.14675360000001092
synthetic-n20-seed205,20,205,B3,8,True,632.0,11.106666666666667,37.95289896792669,13,7,3,0.35,0.6023828067355884,0.014425600000322447,0.1373414000008779,0.16081540000050154
synthetic-n20-seed205,20,205,B3,9,True,632.0,11.106666666666667,38.913346807869786,13,7,3,0.35,0.6036898941606607,0.014369700000315788,0.10915750000094704,0.13429069999983767
synthetic-n20-seed205,20,205,B3,10,True,632.0,11.106666666666667,37.952898967926686,13,7,3,0.35,0.6023828067355884,0.012405800000124145,0.0751817000000301,0.09594499999911932
synthetic-n20-seed205,20,205,LNS,1,True,640.0,9.74,37.78012825682627,16,7,3,0.19999999999999996,0.5680940040402503,0.015146899999308516,0.30014829999890935,0.31691289999980654
synthetic-n20-seed205,20,205,LNS,2,True,592.0,9.299999999999999,36.635984502634194,15,7,3,0.25,0.5356929497430425,0.004807199999049772,0.3010971999992762,0.31425750000016706
synthetic-n20-seed205,20,205,LNS,3,True,624.0,9.853333333333333,41.54106911780451,16,8,3,0.19999999999999996,0.5700077545571886,0.01607470000089961,0.3006051000011212,0.32273390000045765
synthetic-n20-seed205,20,205,LNS,4,True,696.0,10.526666666666667,37.70810365783711,13,8,3,0.35,0.6114202853435162,0.00809549999939918,0.30035680000037246,0.31646829999954207
synthetic-n20-seed205,20,205,LNS,5,True,624.0,9.866666666666667,35.623253860641164,12,7,3,0.4,0.5623170243033825,0.010823800001162454,0.3003773000000365,0.3227944000009302
synthetic-n20-seed205,20,205,LNS,6,True,608.0,9.5,39.83991077991089,12,7,3,0.4,0.5517861858958398,0.011650899999949615,0.3009750000001077,0.32095420000041486
synthetic-n20-seed205,20,205,LNS,7,True,576.0,10.0,38.89435319317301,14,7,3,0.30000000000000004,0.5515298918262489,0.011331100000461447,0.3004986999985704,0.31567670000004
synthetic-n20-seed205,20,205,LNS,8,True,640.0,10.399999999999999,36.656297991403136,14,7,3,0.30000000000000004,0.5845286389539368,0.011984700000539306,0.3001079999994545,0.31368230000043695
synthetic-n20-seed205,20,205,LNS,9,True,608.0,10.2,41.67960394784993,16,7,3,0.19999999999999996,0.5733426545511733,0.0029109999995853286,0.30110810000041965,0.3125006999998732
synthetic-n20-seed205,20,205,LNS,10,True,600.0,10.473333333333333,36.426018331617826,13,7,3,0.35,0.5704879855617002,0.0075943000010738615,0.30014719999962836,0.30952500000057626
synthetic-n20-seed205,20,205,ALNS,1,True,632.0,10.366666666666667,52.781622923027335,15,7,3,0.25,0.6024218975835751,0.0028681999992841156,0.30028350000065984,0.3068478999994113
synthetic-n20-seed205,20,205,ALNS,2,True,592.0,9.299999999999999,36.635984502634194,15,7,3,0.25,0.5356929497430425,0.013006200000745594,0.3007042999997793,0.3232646000014938
synthetic-n20-seed205,20,205,ALNS,3,True,568.0,9.246666666666666,35.11211354429671,16,7,3,0.19999999999999996,0.5227334871726801,0.016069499999503023,0.30101640000066254,0.32207929999822227
synthetic-n20-seed205,20,205,ALNS,4,True,592.0,10.100000000000001,37.01869424372613,15,7,3,0.25,0.5579884175452907,0.020545299999866984,0.30027849999896716,0.32403750000048603
synthetic-n20-seed205,20,205,ALNS,5,True,624.0,9.866666666666667,35.754272723243034,12,7,3,0.4,0.5624953297777998,0.006106099999669823,0.30015479999929084,0.3074790999999095
synthetic-n20-seed205,20,205,ALNS,6,True,616.0,9.926666666666666,35.74121012524556,13,7,3,0.35,0.5609659960517561,0.003960199999710312,0.3007906000002549,0.3136328999989928
synthetic-n20-seed205,20,205,ALNS,7,True,576.0,10.0,38.89435319317301,14,7,3,0.30000000000000004,0.5515298918262489,0.020785099999557133,0.3020835999996052,0.3317799999986164
synthetic-n20-seed205,20,205,ALNS,8,True,632.0,11.260000000000002,36.68296465806981,14,7,3,0.30000000000000004,0.6048280059146981,0.015229800001179683,0.30159789999925124,0.32808330000079877
synthetic-n20-seed205,20,205,ALNS,9,True,608.0,10.2,41.67960394784993,16,7,3,0.19999999999999996,0.5733426545511733,0.012370299999020062,0.30066809999880206,0.32322349999958533
synthetic-n20-seed205,20,205,ALNS,10,True,592.0,10.053333333333333,34.58564487323291,15,7,3,0.25,0.5534070583947374,0.013765699999567005,0.3130897000010009,0.3450637000005372
synthetic-n20-seed205,20,205,ALNS_NO_SCHEDULE,1,True,672.0,10.246666666666666,42.78735502892802,14,7,3,0.30000000000000004,0.601277628701427,0.03885630000149831,0.3001987999996345,0.34116030000041064
synthetic-n20-seed205,20,205,ALNS_NO_SCHEDULE,2,True,592.0,10.326666666666668,47.43257235828099,13,7,3,0.35,0.5783302948559714,0.00650119999954768,0.30022690000078,0.31082400000013877
synthetic-n20-seed205,20,205,ALNS_NO_SCHEDULE,3,True,560.0,9.753333333333334,39.31305412690086,15,7,3,0.25,0.5390965547992971,0.0057643000000098255,0.300474599998779,0.31109490000017104
synthetic-n20-seed205,20,205,ALNS_NO_SCHEDULE,4,True,608.0,9.886666666666667,40.95983477238963,18,7,3,0.09999999999999998,0.5638347124688012,0.003043299999262672,0.3002932999988843,0.3052275999998528
synthetic-n20-seed205,20,205,ALNS_NO_SCHEDULE,5,True,616.0,10.286666666666667,33.00961199807247,14,7,3,0.30000000000000004,0.5670471091067737,0.0024687000004632864,0.3001182999996672,0.3040046000005532
synthetic-n20-seed205,20,205,ALNS_NO_SCHEDULE,6,True,608.0,9.293333333333333,40.2438731688999,15,7,3,0.25,0.5467108307728888,0.0031005000000732252,0.3005890999993426,0.30549450000034994
synthetic-n20-seed205,20,205,ALNS_NO_SCHEDULE,7,True,568.0,10.206666666666667,38.644650099929386,14,7,3,0.30000000000000004,0.5536705265788215,0.004035899999507819,0.3005894000016269,0.31000350000067556
synthetic-n20-seed205,20,205,ALNS_NO_SCHEDULE,8,True,592.0,9.226666666666667,34.51132064881716,14,7,3,0.30000000000000004,0.5308054558392813,0.008578699998906814,0.3004612000004272,0.3117923999998311
synthetic-n20-seed205,20,205,ALNS_NO_SCHEDULE,9,True,592.0,9.52,42.05666373583479,15,7,3,0.25,0.5490580548508277,0.008113500000035856,0.3001392999995005,0.3099480999990192
synthetic-n20-seed205,20,205,ALNS_NO_SCHEDULE,10,True,664.0,10.093333333333334,42.8596312261098,15,8,3,0.25,0.5940578651012851,0.0033284000001003733,0.3030135999997583,0.3084056999996392
synthetic-n20-seed205,20,205,ALNS_NO_2OPT,1,True,648.0,10.506666666666668,39.62668014120312,13,7,3,0.35,0.5946190136232792,0.0030561000003217487,0.300560100000439,0.3077818000001571
synthetic-n20-seed205,20,205,ALNS_NO_2OPT,2,True,632.0,9.466666666666667,48.15061124767361,12,7,3,0.4,0.5716230248626255,0.004288800000722404,0.3015281000007235,0.32097000000067055
synthetic-n20-seed205,20,205,ALNS_NO_2OPT,3,True,648.0,10.073333333333334,48.95114060741931,15,8,3,0.25,0.5955142147658343,0.01696579999952519,0.3004625000012311,0.3233003999994253
synthetic-n20-seed205,20,205,ALNS_NO_2OPT,4,True,616.0,9.393333333333334,35.21506784548079,15,7,3,0.25,0.5457335396739236,0.018527299998822855,0.3001272000001336,0.3204525000001013
synthetic-n20-seed205,20,205,ALNS_NO_2OPT,5,True,632.0,9.866666666666667,36.02325386064116,12,7,3,0.4,0.5660060442052597,0.003110400000878144,0.30031229999985953,0.3066046000003553
synthetic-n20-seed205,20,205,ALNS_NO_2OPT,6,True,600.0,9.533333333333331,38.50276553439128,12,7,3,0.4,0.5477290677647125,0.007738599999356666,0.30077739999978803,0.319667899999331
synthetic-n20-seed205,20,205,ALNS_NO_2OPT,7,True,608.0,9.893333333333334,40.73872284069018,16,8,3,0.19999999999999996,0.563715253298461,0.011911599998711608,0.3001356000004307,0.3145580999989761
synthetic-n20-seed205,20,205,ALNS_NO_2OPT,8,True,648.0,9.693333333333333,45.076638929687206,16,7,3,0.19999999999999996,0.5798983986556926,0.002168000000892789,0.3001075000011042,0.30431189999944763
synthetic-n20-seed205,20,205,ALNS_NO_2OPT,9,True,648.0,10.16,43.88646682317555,16,7,3,0.19999999999999996,0.5909805451265986,0.005137500000273576,0.30051839999941876,0.31214320000071893
synthetic-n20-seed205,20,205,ALNS_NO_2OPT,10,True,648.0,11.346666666666668,38.689394176547566,11,7,3,0.44999999999999996,0.616206811711663,0.009107200001380988,0.3005032000000938,0.31233140000040294
