instance,n,instance_seed,method,search_seed,feasible,distance,makespan,tardiness,late_orders,batches,used_pickers,on_time_rate,objective,preprocessing_seconds,optimization_seconds,validation_seconds,total_seconds
synthetic-n20-seed401,20,401,ALNS,8,True,536.0,8.026666666666667,19.42647720794929,16,5,3,0.19999999999999996,0.5320857533601203,0.002084600000671344,0.175675800001045,0.0003859000025840942,0.178604799999448
synthetic-n20-seed401,20,401,ALNS,9,True,536.0,8.946666666666667,23.01608916020599,15,4,3,0.25,0.5646147651238137,0.0017762999996193685,0.18642280000130995,0.000347700002748752,0.18910139999934472
synthetic-n20-seed401,20,401,ALNS,10,True,488.0,8.113333333333333,20.755532021325983,16,4,3,0.19999999999999996,0.5128063895309367,0.0017554000005475245,0.176650299999892,0.0002953000002889894,0.17916110000078334
synthetic-n20-seed401,20,401,VNS,1,True,544.0,9.18,27.312524780203084,16,4,3,0.19999999999999996,0.5818420461433453,0.0017584000015631318,0.05006440000215662,0.0003098999986832496,0.05264579999857233
synthetic-n20-seed401,20,401,VNS,2,True,512.0,9.333333333333334,22.8388154568054,15,4,3,0.25,0.5638876062219108,0.0019084999985352624,0.0525658000005933,0.0003876999981002882,0.05532189999939874
synthetic-n20-seed401,20,401,VNS,3,True,608.0,8.56,30.490924355750586,19,5,3,0.050000000000000044,0.5999466571431457,0.002148200001101941,0.047093999997741776,0.00032270000156131573,0.050014399999781745
synthetic-n20-seed401,20,401,VNS,4,True,552.0,9.559999999999999,24.02779303539724,16,4,3,0.19999999999999996,0.5921938330334842,0.001832400001148926,0.0450925000004645,0.00029830000130459666,0.04768239999975776
synthetic-n20-seed401,20,401,VNS,5,True,560.0,8.406666666666666,21.681030589098704,17,5,3,0.15000000000000002,0.5585682569529731,0.0018144999994547106,0.04674669999803882,0.00031120000130613334,0.049336899999616435
synthetic-n20-seed401,20,401,VNS,6,True,560.0,8.573333333333334,19.005264186632694,15,5,3,0.25,0.5595409890992266,0.001875799996923888,0.07486249999783468,0.00033149999944726005,0.07762699999875622
synthetic-n20-seed401,20,401,VNS,7,True,496.0,8.506666666666668,20.85387315432068,16,4,3,0.19999999999999996,0.5285571994158496,0.0024175999969884288,0.04403459999957704,0.0002986999970744364,0.04720919999817852
synthetic-n20-seed401,20,401,VNS,8,True,576.0,8.74,19.255817212984937,11,5,3,0.44999999999999996,0.5727791040766894,0.0023005000002740417,0.04626940000161994,0.00037059999885968864,0.04950280000048224
synthetic-n20-seed401,20,401,VNS,9,True,504.0,8.753333333333334,20.105858113536424,16,4,3,0.19999999999999996,0.5387167526334364,0.001692199999524746,0.039309100000537,0.0003090999998676125,0.04176460000235238
synthetic-n20-seed401,20,401,VNS,10,True,496.0,9.146666666666667,21.895062173652704,18,4,3,0.09999999999999998,0.5490323311012519,0.0020063000010850374,0.04446260000258917,0.0003304999991087243,0.0472382000007201
synthetic-n20-seed402,20,402,B0,1,True,688.0,11.106666666666666,37.14961889188331,13,4,3,0.35,0.722413393695303,0.0016627000004518777,1.1100000847363845e-05,0.000320099999953527,0.002444199999445118
synthetic-n20-seed402,20,402,B2,1,True,600.0,9.753333333333334,7.073749950115806,11,4,3,0.44999999999999996,0.5940296321268618,0.0019635999997262843,0.0037929000027361326,0.0005491000010806601,0.006753400000889087
synthetic-n20-seed402,20,402,B3,1,True,600.0,9.753333333333334,7.073749950115806,11,4,3,0.44999999999999996,0.5940296321268618,0.002306899998075096,0.007550999998784391,0.000298099999781698,0.0106021999999939
synthetic-n20-seed402,20,402,B3,2,True,600.0,9.753333333333334,7.073749950115806,11,4,3,0.44999999999999996,0.5940296321268618,0.002398900000116555,0.010315700001228834,0.00032279999868478626,0.013499800003046403
synthetic-n20-seed402,20,402,B3,3,True,600.0,9.753333333333334,7.073749950115806,11,4,3,0.44999999999999996,0.5940296321268618,0.0033967000017582905,0.007532199997513089,0.0004284999995434191,0.011809900002845097
synthetic-n20-seed402,20,402,B3,4,True,600.0,9.753333333333334,7.073749950115806,11,4,3,0.44999999999999996,0.5940296321268618,0.0021373000017774757,0.008017199997993885,0.0003219999998691492,0.010948700000881217
synthetic-n20-seed402,20,402,B3,5,True,600.0,9.753333333333334,7.073749950115806,11,4,3,0.44999999999999996,0.5940296321268618,0.0025378999998793006,0.007052900000417139,0.00031659999876865186,0.010381299998698523
synthetic-n20-seed402,20,402,B3,6,True,600.0,9.753333333333334,7.073749950115806,11,4,3,0.44999999999999996,0.5940296321268618,0.0018548000007285737,0.007450299999618437,0.0003104999996139668,0.010063099998660618
synthetic-n20-seed402,20,402,B3,7,True,600.0,9.753333333333334,7.073749950115806,11,4,3,0.44999999999999996,0.5940296321268618,0.002848799998901086,0.007694700001593446,0.0004177000009804033,0.011547899997822242
synthetic-n20-seed402,20,402,B3,8,True,600.0,9.753333333333334,7.073749950115806,11,4,3,0.44999999999999996,0.5940296321268618,0.0032952000001387205,0.007661399999051355,0.00034579999919515103,0.011987400001089554
synthetic-n20-seed402,20,402,B3,9,True,600.0,9.753333333333334,7.073749950115806,11,4,3,0.44999999999999996,0.5940296321268618,0.0038725999984308146,0.011167900000145892,0.00037510000038309954,0.0160001000003831
synthetic-n20-seed402,20,402,B3,10,True,600.0,9.753333333333334,7.073749950115806,11,4,3,0.44999999999999996,0.5940296321268618,0.0027006000018445775,0.007595999999466585,0.00036890000046696514,0.011119099999632454
synthetic-n20-seed402,20,402,LNS,1,True,520.0,7.553333333333333,12.915654268276354,12,4,3,0.4,0.4980098946626051,0.0018481000006431714,0.17919220000112546,0.00039930000275489874,0.1820506000003661
synthetic-n20-seed402,20,402,LNS,2,True,496.0,7.553333333333333,11.00089880456298,11,4,3,0.44999999999999996,0.48350870517728745,0.002578499999799533,0.19417070000054082,0.00033320000147796236,0.1975315000017872
synthetic-n20-seed402,20,402,LNS,3,True,512.0,7.766666666666666,12.219918639310631,14,4,3,0.30000000000000004,0.4994924656428975,0.001978899999812711,0.1946085999989009,0.0003288000007160008,0.19753929999933462
synthetic-n20-seed402,20,402,LNS,4,True,552.0,8.266666666666666,15.142192898727078,16,4,3,0.19999999999999996,0.538263478460405,0.002281999997649109,0.16567760000179987,0.0003238000026613008,0.16873239999767975
synthetic-n20-seed402,20,402,LNS,5,True,576.0,7.986666666666667,15.076804974174967,14,4,3,0.30000000000000004,0.5413899029573291,0.0021675000025425106,0.19698820000121486,0.00036539999928209,0.20001950000005309
synthetic-n20-seed402,20,402,LNS,6,True,544.0,7.800000000000001,17.892487753848542,12,4,3,0.4,0.5245090003471907,0.001912100000481587,0.18163769999955548,0.0003020000003743917,0.1844167000017478
synthetic-n20-seed402,20,402,LNS,7,True,536.0,7.553333333333333,13.810177435646494,14,4,3,0.30000000000000004,0.5071041543268283,0.001836900002672337,0.1668695000007574,0.0003907999998773448,0.1696646000018518
synthetic-n20-seed402,20,402,LNS,8,True,512.0,7.466666666666667,10.938091605201468,14,4,3,0.30000000000000004,0.4885653542471755,0.0018730000010691583,0.16424980000010692,0.0003440000000409782,0.16695980000076815
synthetic-n20-seed402,20,402,LNS,9,True,496.0,7.9,9.432255893667005,11,4,3,0.44999999999999996,0.49155896091323786,0.002110900000843685,0.19035239999720943,0.00031289999969885685,0.19322530000135885
synthetic-n20-seed402,20,402,LNS,10,True,544.0,7.633333333333333,17.046758269959746,14,4,3,0.30000000000000004,0.5182378976802908,0.0019820000015897676,0.19160290000218083,0.0005326999998942483,0.1946038000023691
synthetic-n20-seed402,20,402,ALNS,1,True,528.0,7.553333333333333,14.265140072981998,13,4,3,0.35,0.5039109023774007,0.0037909999991825316,0.16630780000195955,0.00031490000037592836,0.17085619999852497
synthetic-n20-seed402,20,402,ALNS,2,True,512.0,7.800000000000001,11.898898806471365,11,4,3,0.44999999999999996,0.5000111433647274,0.0019048000031034462,0.19106169999940903,0.00031180000223685056,0.19372629999998026
synthetic-n20-seed402,20,402,ALNS,3,True,552.0,7.8533333333333335,15.580754281397155,15,4,3,0.25,0.5265166217917426,0.0022266000014496967,0.17575859999851673,0.00031089999902178533,0.1787341999988712
synthetic-n20-seed402,20,402,ALNS,4,True,592.0,8.186666666666667,19.841308190753278,16,4,3,0.19999999999999996,0.5622938565729452,0.0018252999980177265,0.18370209999920917,0.0003378000001248438,0.18633609999960754
synthetic-n20-seed402,20,402,ALNS,5,True,552.0,8.033333333333333,17.626953323034783,15,4,3,0.25,0.534989309429254,0.0018554000016592909,0.17570939999859547,0.0003428999989409931,0.17835780000314116
synthetic-n20-seed402,20,402,ALNS,6,True,552.0,7.800000000000001,17.15017743564649,14,4,3,0.30000000000000004,0.527271058297719,0.0017866000016510952,0.17890040000202134,0.00039760000072419643,0.1815831000021717
synthetic-n20-seed402,20,402,ALNS,7,True,512.0,7.553333333333333,11.085328599323148,10,4,3,0.5,0.49138733853207195,0.0019007000009878539,0.17597210000167252,0.00039039999683154747,0.17876450000039767
synthetic-n20-seed402,20,402,ALNS,8,True,496.0,7.32,10.015049390360094,12,4,3,0.4,0.47502653818918794,0.0016689000003680121,0.15401220000057947,0.00031209999724524096,0.15647180000087246
synthetic-n20-seed402,20,402,ALNS,9,True,504.0,7.800000000000001,10.845589227000335,11,4,3,0.44999999999999996,0.49455457776462963,0.0019126000006508548,0.2076271000005363,0.00036390000241226517,0.21041179999883752
synthetic-n20-seed402,20,402,ALNS,10,True,584.0,7.8533333333333335,20.19573888585614,15,4,3,0.25,0.5489457447662256,0.0017367999971611425,0.1762933999998495,0.0004101000013179146,0.17893539999931818
synthetic-n20-seed402,20,402,VNS,1,True,520.0,7.453333333333333,10.084817912447287,12,4,3,0.4,0.4907607404671833,0.00185570000030566,0.039351700001134304,0.0003208999987691641,0.04198990000077174
synthetic-n20-seed402,20,402,VNS,2,True,552.0,7.8133333333333335,18.35190480404243,16,4,3,0.19999999999999996,0.5294745307392896,0.0017341999991913326,0.0477428999984113,0.00034330000198679045,0.0503547999978764
synthetic-n20-seed402,20,402,VNS,3,True,560.0,8.120000000000001,14.465550275960087,12,4,3,0.4,0.5367223166661881,0.001866499998868676,0.0490038000025379,0.00031429999944521114,0.051632799997605616
synthetic-n20-seed402,20,402,VNS,4,True,528.0,7.453333333333333,10.656836196562516,12,4,3,0.4,0.4954950802339141,0.00256690000242088,0.044527199999720324,0.0003446000009716954,0.047976800000469666
synthetic-n20-seed402,20,402,VNS,5,True,568.0,8.22,14.414082777367428,14,4,3,0.30000000000000004,0.5435222539978829,0.0023925999994389713,0.045709899997746106,0.00046350000047823414,0.04930139999851235
synthetic-n20-seed402,20,402,VNS,6,True,552.0,8.173333333333334,14.265367247685546,13,4,3,0.35,0.5341465932297504,0.0026748999989649747,0.048417499998322455,0.0003188999980920926,0.05193109999891021
synthetic-n20-seed402,20,402,VNS,7,True,568.0,8.22,14.414082777367428,14,4,3,0.30000000000000004,0.5435222539978829,0.0020121999987168238,0.04303079999954207,0.0003150000011373777,0.045852899998862995
synthetic-n20-seed402,20,402,VNS,8,True,520.0,7.453333333333333,10.084817912447287,12,4,3,0.4,0.4907607404671833,0.002540700003009988,0.041311199998744996,0.00030360000164364465,0.044654900000750786
synthetic-n20-seed402,20,402,VNS,9,True,584.0,7.8,16.129941015285358,15,4,3,0.25,0.5412439672493626,0.0017788000004657079,0.04797049999979208,0.0003212000010535121,0.050648300002649194
synthetic-n20-seed402,20,402,VNS,10,True,568.0,8.120000000000001,11.071935949106315,11,4,3,0.44999999999999996,0.535505827184766,0.0028774000020348467,0.058591599998180754,0.00044410000191419385,0.06258470000102534
synthetic-n20-seed403,20,403,B0,1,True,760.0,11.526666666666667,39.38373860381553,14,5,3,0.30000000000000004,0.7236125003910963,0.0027774000009230804,2.3699998564552516e-05,0.0005507999994733837,0.004143400001339614
synthetic-n20-seed403,20,403,B2,1,True,656.0,12.02,27.116930678097173,15,4,3,0.25,0.6745280470572061,0.0031244999991031364,0.006616899998334702,0.0006539000023622066,0.01159669999833568
synthetic-n20-seed403,20,403,B3,1,True,656.0,12.02,27.116930678097173,15,4,3,0.25,0.6745280470572061,0.0035337000008439645,0.00886739999987185,0.00031460000172955915,0.013167900000553345
synthetic-n20-seed403,20,403,B3,2,True,656.0,12.02,27.116930678097173,15,4,3,0.25,0.6745280470572061,0.0018957000029331539,0.0068269000003056135,0.0003135999977530446,0.009490800002822652
